sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
線西,彰化縣,45,nan,良好,4.1,0.68,2.3,39.0,81.0,29,40.0,49.0,9.4,1.0,204.0,"2016-11-25 22:00",,0.48,14,41,nan,nan,nan,nan
彰化,彰化縣,38,nan,良好,7.8,0.82,6.7,45.0,74.0,23,29.0,31.0,1.9,1.4,130.0,"2016-11-25 22:00",,0.65,10,32,nan,nan,nan,nan
西屯,臺中市,51,二氧化氮,普通,3.5,0.76,4.1,50.0,90.0,23,43.0,49.0,5.9,1.5,188.0,"2016-11-25 22:00",,0.62,12,35,nan,nan,nan,nan
忠明,臺中市,47,nan,良好,3.5,0.99,7.1,49.0,65.0,24,42.0,51.0,8.5,1.6,195.0,"2016-11-25 22:00",,0.71,10,28,nan,nan,nan,nan
大里,臺中市,44,nan,良好,2.8,0.96,6.5,52.0,92.0,27,32.0,41.0,8.9,0.9,221.0,"2016-11-25 22:00",,0.83,13,39,nan,nan,nan,nan
沙鹿,臺中市,46,nan,良好,6.5,0.91,9.3,43.0,76.0,33,46.0,49.0,3.4,2.0,143.0,"2016-11-25 22:00",,0.61,10,34,nan,nan,nan,nan
豐原,臺中市,42,nan,良好,2.6,0.44,34,49.0,63.0,46,11.0,12.0,1.1,1.2,108.0,"2016-11-25 22:00",,0.57,12,27,nan,nan,nan,nan
三義,苗栗縣,36,nan,良好,1.6,0.51,11,43.0,59.0,25,24.0,25.0,1.6,1.0,18.0,"2016-11-25 22:00",,0.39,7,25,nan,nan,nan,nan
苗栗,苗栗縣,30,nan,良好,1.8,0.73,2.5,34.0,33.0,16,25.0,37.0,12.0,0.7,25.0,"2016-11-25 22:00",,0.6,7,30,nan,nan,nan,nan
頭份,苗栗縣,31,nan,良好,2.1,0.38,18,36.0,16.0,9,17.0,19.0,1.6,1.3,87.0,"2016-11-25 22:00",,0.39,8,16,nan,nan,nan,nan
新竹,新竹市,27,nan,良好,2.2,0.43,19,32.0,26.0,2,19.0,21.0,1.6,1.9,80.0,"2016-11-25 22:00",,0.42,3,23,nan,nan,nan,nan
竹東,新竹縣,32,nan,良好,3.0,0.45,19,31.0,16.0,17,15.0,16.0,0.3,1.6,133.0,"2016-11-25 22:00",,0.37,10,11,nan,nan,nan,nan
湖口,新竹縣,31,nan,良好,2.1,0.37,29,37.0,15.0,5,12.0,14.0,2.0,4.0,71.0,"2016-11-25 22:00",,0.35,8,15,nan,nan,nan,nan
龍潭,桃園市,25,nan,良好,1.9,0.38,25,30.0,51.0,17,13.0,15.0,2.2,2.5,65.0,"2016-11-25 22:00",,0.39,5,27,nan,nan,nan,nan
平鎮,桃園市,28,nan,良好,1.6,0.39,28,33.0,22.0,7,14.0,14.0,0.5,3.7,74.0,"2016-11-25 22:00",,0.37,5,19,nan,nan,nan,nan
觀音,桃園市,32,nan,良好,4.5,0.34,28,31.0,39.0,3,15.0,16.0,0.8,7.9,85.0,"2016-11-25 22:00",,0.29,10,32,nan,nan,nan,nan
大園,桃園市,30,nan,良好,1.7,0.23,35,30.0,20.0,7,8.7,11.0,2.2,7.8,59.0,"2016-11-25 22:00",,0.26,6,32,nan,nan,nan,nan
桃園,桃園市,26,nan,良好,4.4,0.45,27,31.0,21.0,ND,13.0,15.0,1.7,3.3,87.0,"2016-11-25 22:00",,0.44,3,16,nan,nan,nan,nan
麥寮,雲林縣,51,懸浮微粒,普通,2.8,0.56,11,50.0,74.0,19,20.0,26.0,6.0,1.9,193.0,"2016-11-25 22:00",,0.35,15,56,nan,nan,nan,nan
關山,臺東縣,29,nan,良好,1.0,nan,24,34.0,26.0,6,4.2,5.0,0.8,1.6,54.0,"2016-11-25 22:00",,nan,8,20,nan,nan,nan,nan
馬公,澎湖縣,36,nan,良好,1.2,0.18,36,39.0,33.0,11,2.0,3.1,1.1,2.6,264.0,"2016-11-25 22:00",,0.2,11,24,nan,nan,nan,nan
大同,臺北市,29,nan,良好,2.0,0.76,-,nan,28.0,4,24.0,43.0,20.0,nan,nan,"2016-11-25 22:00",,0.86,4,30,nan,nan,nan,nan
松山,臺北市,23,nan,良好,2.2,0.35,27,24.0,19.0,ND,14.0,17.0,2.5,2.7,73.0,"2016-11-25 22:00",,0.41,5,14,nan,nan,nan,nan
古亭,臺北市,26,nan,良好,1.6,0.42,25,27.0,19.0,6,17.0,21.0,3.2,3.9,78.0,"2016-11-25 22:00",,0.5,8,14,nan,nan,nan,nan
萬華,臺北市,26,nan,良好,1.3,0.42,21,22.0,24.0,13,20.0,24.0,4.2,3.5,99.0,"2016-11-25 22:00",,0.48,8,23,nan,nan,nan,nan
中山,臺北市,27,nan,良好,2.1,0.54,20,23.0,24.0,9,21.0,29.0,8.5,3.0,115.0,"2016-11-25 22:00",,0.61,5,17,nan,nan,nan,nan
士林,臺北市,28,nan,良好,1.9,0.22,39,33.0,12.0,4,4.7,6.1,1.4,4.6,106.0,"2016-11-25 22:00",,0.26,8,20,nan,nan,nan,nan
淡水,新北市,29,nan,良好,3.1,0.19,36,34.0,19.0,9,4.5,5.1,0.5,nan,nan,"2016-11-25 22:00",,0.22,8,16,nan,nan,nan,nan
林口,新北市,39,nan,良好,1.3,0.23,36,32.0,25.0,13,7.5,8.1,0.6,4.9,95.0,"2016-11-25 22:00",,0.27,12,27,nan,nan,nan,nan
菜寮,新北市,25,nan,良好,2.1,0.39,30,30.0,17.0,9,11.0,12.0,0.6,4.6,86.0,"2016-11-25 22:00",,0.42,6,16,nan,nan,nan,nan
新莊,新北市,27,nan,良好,1.6,0.39,29,32.0,7.0,5,11.0,12.0,1.1,5.3,61.0,"2016-11-25 22:00",,0.42,2,11,nan,nan,nan,nan
板橋,新北市,23,nan,良好,2.5,0.54,21,27.0,20.0,8,19.0,21.0,2.2,3.0,58.0,"2016-11-25 22:00",,0.57,4,21,nan,nan,nan,nan
土城,新北市,25,nan,良好,1.4,0.48,27,29.0,11.0,4,14.0,16.0,1.7,1.9,114.0,"2016-11-25 22:00",,0.48,4,13,nan,nan,nan,nan
新店,新北市,32,nan,良好,1.3,0.34,32,31.0,2.0,8,11.0,13.0,1.6,2.6,105.0,"2016-11-25 22:00",,0.42,10,6,nan,nan,nan,nan
萬里,新北市,36,nan,良好,1.3,0.18,42,42.0,28.0,2,1.9,3.6,1.7,2.5,130.0,"2016-11-25 22:00",,0.2,4,32,nan,nan,nan,nan
汐止,新北市,26,nan,良好,0.2,0.21,35,31.0,9.0,4,6.4,8.5,2.2,3.8,45.0,"2016-11-25 22:00",,0.31,5,14,nan,nan,nan,nan
基隆,基隆市,31,nan,良好,1.0,0.29,34,37.0,11.0,4,5.9,7.4,1.5,1.8,73.0,"2016-11-25 22:00",,0.28,4,12,nan,nan,nan,nan
麥寮,雲林縣,52,懸浮微粒,普通,2.8,0.46,17,50.0,62.0,22,14.0,17.0,3.2,2.3,207.0,"2016-11-25 23:00",,0.38,15,57,nan,nan,nan,nan
關山,臺東縣,29,nan,良好,1.0,nan,22,34.0,25.0,5,4.1,4.5,0.4,1.5,46.0,"2016-11-25 23:00",,nan,7,20,nan,nan,nan,nan
三重,新北市,34,nan,良好,1.4,1.08,-,nan,33.0,8,29.0,74.0,46.0,nan,nan,"2016-11-25 23:00",,1.48,5,31,nan,nan,nan,nan
冬山,宜蘭縣,32,nan,良好,3.6,0.24,30,23.0,18.0,ND,9.9,12.0,1.7,2.5,121.0,"2016-11-25 23:00",,0.45,2,15,nan,nan,nan,nan
宜蘭,宜蘭縣,28,nan,良好,1.7,0.24,36,33.0,16.0,ND,5.7,7.4,1.7,0.8,133.0,"2016-11-25 23:00",,0.39,3,16,nan,nan,nan,nan
陽明,臺北市,35,nan,良好,7.3,0.18,30,41.0,4.0,ND,11.0,12.0,0.9,nan,nan,"2016-11-25 23:00",,0.19,1,5,nan,nan,nan,nan
花蓮,花蓮縣,31,nan,良好,1.8,0.27,31,37.0,20.0,8,7.5,7.2,-0.3,0.5,71.0,"2016-11-25 23:00",,0.38,7,17,nan,nan,nan,nan
臺東,臺東縣,26,nan,良好,0.7,0.27,26,31.0,17.0,3,3.5,5.4,1.8,2.6,316.0,"2016-11-25 23:00",,0.34,3,19,nan,nan,nan,nan
恆春,屏東縣,36,nan,良好,0.4,0.12,42,42.0,10.0,ND,3.3,7.3,4.0,6.5,55.0,"2016-11-25 23:00",,0.13,1,14,nan,nan,nan,nan
潮州,屏東縣,108,臭氧八小時,不良(敏感族群),2.1,0.37,37,78.0,77.0,36,11.0,12.0,1.0,1.4,97.0,"2016-11-25 23:00",,0.47,35,70,nan,nan,nan,nan
屏東,屏東縣,110,臭氧八小時,不良(敏感族群),3.7,0.7,35,79.0,70.0,31,24.0,25.0,1.5,0.8,120.0,"2016-11-25 23:00",,0.61,34,71,nan,nan,nan,nan
小港,高雄市,79,細懸浮微粒,普通,2.9,0.67,28,55.0,37.0,21,31.0,32.0,1.0,1.1,65.0,"2016-11-25 23:00",,0.61,27,64,nan,nan,nan,nan
前鎮,高雄市,84,臭氧八小時,普通,2.8,0.73,37,70.0,59.0,13,23.0,26.0,2.4,0.7,357.0,"2016-11-25 23:00",,0.72,23,65,nan,nan,nan,nan
前金,高雄市,79,細懸浮微粒,普通,3.2,0.63,23,66.0,59.0,15,31.0,32.0,1.0,1.7,315.0,"2016-11-25 23:00",,0.62,27,59,nan,nan,nan,nan
左營,高雄市,125,臭氧八小時,不良(敏感族群),3.1,0.6,40,85.0,63.0,29,23.0,24.0,1.0,0.7,312.0,"2016-11-25 23:00",,0.64,38,64,nan,nan,nan,nan
楠梓,高雄市,79,細懸浮微粒,普通,4.2,0.54,3.8,66.0,93.0,27,47.0,55.0,8.8,1.1,77.0,"2016-11-25 23:00",,0.41,27,89,nan,nan,nan,nan
林園,高雄市,100,臭氧八小時,普通,4.0,0.4,33,75.0,47.0,28,20.0,21.0,0.6,1.0,65.0,"2016-11-25 23:00",,0.43,29,41,nan,nan,nan,nan
大寮,高雄市,79,細懸浮微粒,普通,6.5,0.46,16,31.0,68.0,27,16.0,17.0,1.3,0.5,72.0,"2016-11-25 23:00",,0.63,27,74,nan,nan,nan,nan
鳳山,高雄市,82,細懸浮微粒,普通,4.9,0.82,21,64.0,86.0,22,31.0,33.0,1.7,1.3,75.0,"2016-11-25 23:00",,0.87,28,88,nan,nan,nan,nan
仁武,高雄市,97,臭氧八小時,普通,7.3,0.7,20,74.0,61.0,28,33.0,34.0,1.5,0.8,89.0,"2016-11-25 23:00",,0.7,31,71,nan,nan,nan,nan
橋頭,高雄市,78,臭氧八小時,普通,4.7,0.76,5,68.0,85.0,29,39.0,47.0,7.3,0.8,71.0,"2016-11-25 23:00",,0.62,24,61,nan,nan,nan,nan
美濃,高雄市,97,細懸浮微粒,普通,1.7,0.43,24,66.0,51.0,32,11.0,12.0,1.0,0.9,27.0,"2016-11-25 23:00",,0.45,34,54,nan,nan,nan,nan
臺南,臺南市,59,細懸浮微粒,普通,2.0,0.56,24,60.0,67.0,21,21.0,21.0,0.0,1.0,22.0,"2016-11-25 23:00",,0.58,19,44,nan,nan,nan,nan
安南,臺南市,49,nan,良好,2.0,0.4,20,58.0,62.0,22,16.0,18.0,1.8,0.9,332.0,"2016-11-25 23:00",,0.4,15,45,nan,nan,nan,nan
善化,臺南市,57,細懸浮微粒,普通,2.1,0.4,13,58.0,41.0,7,22.0,23.0,1.3,1.3,323.0,"2016-11-25 23:00",,0.43,18,45,nan,nan,nan,nan
新營,臺南市,49,nan,良好,3.6,0.53,7.9,49.0,54.0,15,30.0,32.0,2.5,1.1,236.0,"2016-11-25 23:00",,0.4,15,47,nan,nan,nan,nan
嘉義,嘉義市,69,細懸浮微粒,普通,0.4,0.56,7.6,47.0,49.0,8,22.0,24.0,2.5,0.9,217.0,"2016-11-25 23:00",,0.56,23,50,nan,nan,nan,nan
臺西,雲林縣,52,細懸浮微粒,普通,2.5,0.28,18,54.0,50.0,18,11.0,12.0,0.9,1.6,186.0,"2016-11-25 23:00",,0.31,16,31,nan,nan,nan,nan
朴子,嘉義縣,52,細懸浮微粒,普通,1.8,0.4,17,50.0,59.0,21,14.0,16.0,1.9,1.2,219.0,"2016-11-25 23:00",,0.35,16,48,nan,nan,nan,nan
新港,嘉義縣,52,細懸浮微粒,普通,0.9,0.31,12,48.0,54.0,11,13.0,15.0,1.3,1.2,176.0,"2016-11-25 23:00",,0.37,16,46,nan,nan,nan,nan
崙背,雲林縣,54,細懸浮微粒,普通,2.7,0.28,14,44.0,37.0,19,11.0,13.0,2.4,1.7,176.0,"2016-11-25 23:00",,0.38,17,36,nan,nan,nan,nan
斗六,雲林縣,52,細懸浮微粒,普通,2.4,0.47,14,47.0,60.0,26,19.0,20.0,1.5,0.7,194.0,"2016-11-25 23:00",,0.56,16,41,nan,nan,nan,nan
南投,南投縣,74,細懸浮微粒,普通,3.4,0.56,10,53.0,80.0,38,17.0,19.0,1.9,1.1,193.0,"2016-11-25 23:00",,0.63,25,53,nan,nan,nan,nan
二林,彰化縣,35,nan,良好,3.1,0.35,6.9,41.0,71.0,16,16.0,16.0,0.4,1.2,162.0,"2016-11-25 23:00",,0.4,8,35,nan,nan,nan,nan
線西,彰化縣,49,nan,良好,4.4,0.76,2.5,39.0,88.0,34,37.0,50.0,13.0,1.1,171.0,"2016-11-25 23:00",,0.54,15,44,nan,nan,nan,nan
彰化,彰化縣,38,nan,良好,13.0,0.71,5.8,45.0,79.0,23,26.0,27.0,1.3,1.4,188.0,"2016-11-25 23:00",,0.69,10,35,nan,nan,nan,nan
西屯,臺中市,51,二氧化氮,普通,3.1,0.72,4.2,50.0,94.0,25,39.0,45.0,6.4,0.5,226.0,"2016-11-25 23:00",,0.68,13,38,nan,nan,nan,nan
忠明,臺中市,47,nan,良好,3.5,0.77,15,49.0,68.0,32,30.0,33.0,3.1,1.0,126.0,"2016-11-25 23:00",,0.77,11,30,nan,nan,nan,nan
大里,臺中市,45,nan,良好,3.0,0.77,6.6,52.0,93.0,33,29.0,35.0,6.3,1.4,104.0,"2016-11-25 23:00",,0.83,14,41,nan,nan,nan,nan
沙鹿,臺中市,46,nan,良好,5.8,0.67,17,43.0,84.0,36,35.0,37.0,2.1,2.0,176.0,"2016-11-25 23:00",,0.66,11,37,nan,nan,nan,nan
豐原,臺中市,42,nan,良好,2.1,0.42,25,49.0,68.0,41,9.7,11.0,1.0,1.3,94.0,"2016-11-25 23:00",,0.57,13,31,nan,nan,nan,nan
三義,苗栗縣,36,nan,良好,1.4,0.44,9.1,43.0,47.0,22,17.0,18.0,1.0,0.7,44.0,"2016-11-25 23:00",,0.41,8,26,nan,nan,nan,nan
苗栗,苗栗縣,30,nan,良好,1.6,0.7,4.4,34.0,39.0,9,21.0,32.0,11.0,0.5,24.0,"2016-11-25 23:00",,0.64,7,30,nan,nan,nan,nan
頭份,苗栗縣,31,nan,良好,2.1,0.42,15,36.0,17.0,9,21.0,23.0,1.9,0.8,98.0,"2016-11-25 23:00",,0.41,9,16,nan,nan,nan,nan
新竹,新竹市,27,nan,良好,2.1,0.43,21,32.0,25.0,ND,17.0,18.0,1.1,0.9,66.0,"2016-11-25 23:00",,0.43,3,23,nan,nan,nan,nan
竹東,新竹縣,36,nan,良好,3.1,0.44,16,31.0,17.0,13,15.0,15.0,-0.1,1.1,121.0,"2016-11-25 23:00",,0.4,11,12,nan,nan,nan,nan
湖口,新竹縣,31,nan,良好,2.2,0.33,31,37.0,17.0,5,11.0,13.0,2.4,3.5,67.0,"2016-11-25 23:00",,0.36,8,15,nan,nan,nan,nan
龍潭,桃園市,25,nan,良好,2.1,0.36,25,30.0,36.0,12,13.0,15.0,2.0,2.1,48.0,"2016-11-25 23:00",,0.39,5,27,nan,nan,nan,nan
平鎮,桃園市,28,nan,良好,2.5,0.31,30,33.0,18.0,4,11.0,11.0,0.3,3.6,81.0,"2016-11-25 23:00",,0.37,5,19,nan,nan,nan,nan
觀音,桃園市,32,nan,良好,5.1,0.3,26,31.0,26.0,8,16.0,16.0,0.5,6.0,83.0,"2016-11-25 23:00",,0.3,10,32,nan,nan,nan,nan
大園,桃園市,31,nan,良好,1.7,0.22,35,31.0,23.0,5,8.9,11.0,1.8,6.2,62.0,"2016-11-25 23:00",,0.26,5,33,nan,nan,nan,nan
馬公,澎湖縣,36,nan,良好,1.4,0.17,35,39.0,33.0,14,2.1,3.1,1.0,3.5,264.0,"2016-11-25 23:00",,0.2,11,24,nan,nan,nan,nan
金門,金門縣,49,nan,良好,2.7,0.32,21,28.0,41.0,11,15.0,16.0,1.3,3.7,46.0,"2016-11-25 23:00",,0.37,15,40,nan,nan,nan,nan
馬祖,連江縣,69,細懸浮微粒,普通,2.2,0.27,25,32.0,32.0,17,8.3,9.0,0.8,4.7,76.0,"2016-11-25 23:00",,0.29,23,40,nan,nan,nan,nan
埔里,南投縣,74,細懸浮微粒,普通,4.5,0.53,10,53.0,62.0,41,20.0,24.0,3.1,0.7,242.0,"2016-11-25 23:00",,0.5,25,43,nan,nan,nan,nan
復興,高雄市,72,細懸浮微粒,普通,4.0,0.89,35,62.0,53.0,19,28.0,32.0,3.8,0.5,194.0,"2016-11-25 23:00",,0.69,24,54,nan,nan,nan,nan
永和,新北市,23,nan,良好,1.6,0.45,30,27.0,7.0,ND,13.0,16.0,2.9,3.2,89.0,"2016-11-25 23:00",,0.66,3,12,nan,nan,nan,nan
竹山,南投縣,69,細懸浮微粒,普通,2.4,0.55,4.9,52.0,77.0,34,18.0,21.0,3.0,0.5,257.0,"2016-11-25 23:00",,0.5,23,48,nan,nan,nan,nan
中壢,桃園市,28,nan,良好,1.6,1.04,19,23.0,38.0,5,24.0,41.0,17.0,1.5,271.0,"2016-11-25 23:00",,1.24,3,30,nan,nan,nan,nan
土城,新北市,25,nan,良好,1.2,0.44,27,29.0,13.0,4,14.0,16.0,1.7,1.6,293.0,"2016-11-25 23:00",,0.48,4,13,nan,nan,nan,nan
新店,新北市,32,nan,良好,1.3,0.32,32,31.0,2.0,10,11.0,13.0,1.6,2.0,130.0,"2016-11-25 23:00",,0.42,10,6,nan,nan,nan,nan
萬里,新北市,36,nan,良好,1.7,0.17,42,42.0,36.0,2,3.1,4.4,1.3,1.6,134.0,"2016-11-25 23:00",,0.2,4,33,nan,nan,nan,nan
汐止,新北市,26,nan,良好,0.1,0.21,36,31.0,9.0,7,5.7,8.0,2.3,3.7,41.0,"2016-11-25 23:00",,0.31,6,14,nan,nan,nan,nan
基隆,基隆市,31,nan,良好,0.9,0.23,36,37.0,12.0,4,4.5,6.0,1.6,1.5,86.0,"2016-11-25 23:00",,0.28,5,13,nan,nan,nan,nan
桃園,桃園市,26,nan,良好,3.9,0.4,29,31.0,24.0,ND,12.0,13.0,1.5,3.6,94.0,"2016-11-25 23:00",,0.45,3,16,nan,nan,nan,nan
大同,臺北市,29,nan,良好,1.8,0.78,-,nan,20.0,2,24.0,45.0,21.0,nan,nan,"2016-11-25 23:00",,0.88,4,29,nan,nan,nan,nan
松山,臺北市,23,nan,良好,2.0,0.33,29,23.0,19.0,ND,13.0,15.0,2.1,2.6,69.0,"2016-11-25 23:00",,0.41,5,15,nan,nan,nan,nan
古亭,臺北市,26,nan,良好,1.6,0.37,28,25.0,10.0,4,15.0,17.0,2.3,3.7,87.0,"2016-11-25 23:00",,0.5,8,14,nan,nan,nan,nan
萬華,臺北市,26,nan,良好,1.4,0.43,20,22.0,24.0,12,19.0,24.0,4.3,3.4,103.0,"2016-11-25 23:00",,0.49,8,23,nan,nan,nan,nan
中山,臺北市,27,nan,良好,2.0,0.52,21,22.0,16.0,nan,19.0,26.0,6.7,2.8,115.0,"2016-11-25 23:00",,0.61,5,17,nan,nan,nan,nan
士林,臺北市,29,nan,良好,1.8,0.2,39,34.0,14.0,2,4.5,5.9,1.5,4.6,110.0,"2016-11-25 23:00",,0.26,8,20,nan,nan,nan,nan
淡水,新北市,30,nan,良好,2.1,0.18,38,35.0,21.0,7,2.9,3.4,0.5,nan,nan,"2016-11-25 23:00",,0.21,8,16,nan,nan,nan,nan
林口,新北市,39,nan,良好,1.1,0.22,36,32.0,23.0,11,7.6,8.2,0.7,5.5,88.0,"2016-11-25 23:00",,0.27,12,27,nan,nan,nan,nan
菜寮,新北市,25,nan,良好,2.0,0.35,31,30.0,16.0,6,10.0,11.0,0.5,5.0,93.0,"2016-11-25 23:00",,0.43,6,16,nan,nan,nan,nan
新莊,新北市,27,nan,良好,1.7,0.38,29,32.0,10.0,2,11.0,12.0,1.3,5.0,68.0,"2016-11-25 23:00",,0.43,2,12,nan,nan,nan,nan
板橋,新北市,23,nan,良好,2.7,0.55,21,27.0,16.0,5,21.0,23.0,2.1,3.1,85.0,"2016-11-25 23:00",,0.58,5,21,nan,nan,nan,nan
金門,金門縣,49.0,nan,良好,2.8,0.31,21,28.0,32.0,5,13.0,14.0,1.2,2.3,46.0,"2016-11-26 00:00",,0.37,15.0,40.0,nan,nan,nan,nan
馬祖,連江縣,69.0,細懸浮微粒,普通,2.3,0.26,25,32.0,17.0,13,7.2,7.7,0.5,5.2,61.0,"2016-11-26 00:00",,0.28,23.0,39.0,nan,nan,nan,nan
埔里,南投縣,77.0,細懸浮微粒,普通,3.6,0.51,6.8,53.0,62.0,41,19.0,23.0,3.6,0.5,199.0,"2016-11-26 00:00",,0.52,26.0,43.0,nan,nan,nan,nan
復興,高雄市,69.0,細懸浮微粒,普通,5.7,1.03,24,62.0,57.0,18,37.0,41.0,3.9,1.5,93.0,"2016-11-26 00:00",,0.76,23.0,54.0,nan,nan,nan,nan
永和,新北市,23.0,nan,良好,1.4,0.36,32,26.0,11.0,4,11.0,13.0,2.3,3.2,88.0,"2016-11-26 00:00",,0.66,4.0,13.0,nan,nan,nan,nan
竹山,南投縣,72.0,細懸浮微粒,普通,2.6,0.44,7.2,52.0,76.0,34,15.0,17.0,2.2,0.7,259.0,"2016-11-26 00:00",,0.51,24.0,50.0,nan,nan,nan,nan
中壢,桃園市,28.0,nan,良好,1.5,0.77,25,22.0,43.0,ND,16.0,28.0,12.0,1.9,284.0,"2016-11-26 00:00",,1.24,3.0,30.0,nan,nan,nan,nan
三重,新北市,34.0,nan,良好,0.5,0.71,-,nan,34.0,5,27.0,64.0,38.0,nan,nan,"2016-11-26 00:00",,1.48,5.0,32.0,nan,nan,nan,nan
冬山,宜蘭縣,32.0,nan,良好,3.7,0.31,18,23.0,23.0,ND,22.0,24.0,1.9,3.4,130.0,"2016-11-26 00:00",,0.45,2.0,16.0,nan,nan,nan,nan
宜蘭,宜蘭縣,28.0,nan,良好,1.7,0.25,33,33.0,14.0,ND,6.1,7.6,1.5,0.6,57.0,"2016-11-26 00:00",,0.39,3.0,16.0,nan,nan,nan,nan
陽明,臺北市,35.0,nan,良好,6.1,0.17,33,41.0,4.0,ND,8.9,9.8,0.8,nan,nan,"2016-11-26 00:00",,0.19,1.0,5.0,nan,nan,nan,nan
花蓮,花蓮縣,31.0,nan,良好,1.4,0.32,18,37.0,18.0,13,7.5,7.7,0.2,1.2,235.0,"2016-11-26 00:00",,0.38,7.0,18.0,nan,nan,nan,nan
臺東,臺東縣,26.0,nan,良好,0.7,0.24,27,31.0,11.0,4,2.8,4.1,1.3,2.3,331.0,"2016-11-26 00:00",,0.34,3.0,18.0,nan,nan,nan,nan
恆春,屏東縣,36.0,nan,良好,0.5,0.13,41,42.0,12.0,ND,3.7,7.9,4.2,6.2,53.0,"2016-11-26 00:00",,0.13,1.0,14.0,nan,nan,nan,nan
潮州,屏東縣,108.0,臭氧八小時,不良(敏感族群),2.5,0.34,36,78.0,77.0,44,10.0,11.0,1.2,0.5,132.0,"2016-11-26 00:00",,0.47,35.0,70.0,nan,nan,nan,nan
屏東,屏東縣,110.0,臭氧八小時,不良(敏感族群),2.8,0.57,34,79.0,62.0,31,20.0,21.0,1.3,1.1,331.0,"2016-11-26 00:00",,0.61,34.0,70.0,nan,nan,nan,nan
小港,高雄市,82.0,細懸浮微粒,普通,4.9,0.68,20,55.0,53.0,34,35.0,36.0,1.0,1.4,51.0,"2016-11-26 00:00",,0.6,28.0,63.0,nan,nan,nan,nan
前鎮,高雄市,84.0,臭氧八小時,普通,3.6,0.8,30,70.0,62.0,15,26.0,27.0,1.9,0.7,22.0,"2016-11-26 00:00",,0.72,23.0,65.0,nan,nan,nan,nan
前金,高雄市,79.0,細懸浮微粒,普通,4.4,0.68,18,66.0,65.0,20,33.0,34.0,1.2,1.5,345.0,"2016-11-26 00:00",,0.62,27.0,58.0,nan,nan,nan,nan
左營,高雄市,125.0,臭氧八小時,不良(敏感族群),5.0,0.85,21,85.0,57.0,36,34.0,35.0,1.0,1.3,347.0,"2016-11-26 00:00",,0.64,38.0,63.0,nan,nan,nan,nan
楠梓,高雄市,79.0,細懸浮微粒,普通,3.3,0.43,5.9,66.0,103.0,31,40.0,46.0,5.3,1.1,43.0,"2016-11-26 00:00",,0.41,27.0,90.0,nan,nan,nan,nan
林園,高雄市,100.0,臭氧八小時,普通,3.5,0.37,37,75.0,48.0,27,15.0,15.0,0.4,0.9,42.0,"2016-11-26 00:00",,0.42,29.0,41.0,nan,nan,nan,nan
大寮,高雄市,79.0,細懸浮微粒,普通,3.7,0.48,12,31.0,70.0,28,17.0,19.0,1.8,0.5,177.0,"2016-11-26 00:00",,0.63,27.0,74.0,nan,nan,nan,nan
鳳山,高雄市,82.0,細懸浮微粒,普通,4.3,0.61,28,64.0,92.0,32,23.0,24.0,1.3,1.0,43.0,"2016-11-26 00:00",,0.87,28.0,87.0,nan,nan,nan,nan
仁武,高雄市,97.0,臭氧八小時,普通,5.0,0.62,18,74.0,75.0,43,29.0,30.0,1.4,0.6,269.0,"2016-11-26 00:00",,0.7,31.0,71.0,nan,nan,nan,nan
橋頭,高雄市,78.0,臭氧八小時,普通,4.0,0.6,9.4,68.0,83.0,32,32.0,34.0,2.2,1.1,44.0,"2016-11-26 00:00",,0.62,25.0,62.0,nan,nan,nan,nan
美濃,高雄市,94.0,細懸浮微粒,普通,1.9,0.44,21,66.0,50.0,23,11.0,12.0,1.1,0.5,28.0,"2016-11-26 00:00",,0.45,33.0,54.0,nan,nan,nan,nan
臺南,臺南市,59.0,細懸浮微粒,普通,1.8,0.5,25,60.0,53.0,18,19.0,20.0,0.5,1.3,37.0,"2016-11-26 00:00",,0.61,19.0,45.0,nan,nan,nan,nan
安南,臺南市,49.0,nan,良好,2.7,0.48,16,58.0,46.0,9,18.0,20.0,2.3,0.9,44.0,"2016-11-26 00:00",,0.4,15.0,45.0,nan,nan,nan,nan
善化,臺南市,57.0,細懸浮微粒,普通,2.2,0.39,9.4,58.0,38.0,15,22.0,23.0,0.8,0.4,300.0,"2016-11-26 00:00",,0.42,18.0,45.0,nan,nan,nan,nan
新營,臺南市,49.0,nan,良好,4.0,0.38,12,49.0,60.0,14,25.0,27.0,1.4,0.8,163.0,"2016-11-26 00:00",,0.41,15.0,49.0,nan,nan,nan,nan
嘉義,嘉義市,69.0,細懸浮微粒,普通,-0.1,0.41,5.4,47.0,58.0,18,22.0,24.0,2.1,0.5,119.0,"2016-11-26 00:00",,0.55,23.0,50.0,nan,nan,nan,nan
臺西,雲林縣,52.0,細懸浮微粒,普通,2.3,0.25,17,54.0,45.0,25,10.0,11.0,1.3,2.2,170.0,"2016-11-26 00:00",,0.29,16.0,32.0,nan,nan,nan,nan
朴子,嘉義縣,52.0,細懸浮微粒,普通,2.0,0.3,23,50.0,54.0,20,8.8,9.8,1.0,1.3,154.0,"2016-11-26 00:00",,0.35,16.0,48.0,nan,nan,nan,nan
